LabSampleID,StoredCropID,PlantedCropID,StorageBinID,SampleHarvestDate,ProcessedDate,SpecificGravity,StemEndSucroseGramPerLiter,StemEndGlucoseGramPerLiter,SampleCollectionMethodID
E65866F4-7026-4854-AEE1-0138D6616754,6DCE4849-746D-40A4-9627-71F81C769489,EC7D9078-A14F-482F-ACD2-F4B0B3FDDF09,DC101218-7A6A-416E-A880-4837DE382B2F,11/17/2021,11/17/2021,1.08,0.24,1.25,3
4DF79CA3-95A3-4457-8F93-013B977809B1,,62604C5C-F305-4D29-B402-FECBA7C8C8AA,,8/8/2022,8/8/2022,,3.94,0.26,1
B7A9AF02-E878-40AB-A384-018412FCEA99,B76C330D-BFE1-40C4-BB2E-12FD413941AE,7D153141-15E8-4A70-9E5D-51DB2C8DA698,ED19D11D-62B6-48B4-9A0F-7C21A91B45D8,9/9/2021,10/4/2021,1.069,0,0,3
ECDCDF30-7CEF-48B3-96A8-01A0139C36D1,526FE946-548C-4D12-B1F5-057FB3141A71,F81B9798-98F7-4634-9422-D462490E6F9E,CEEDEE6A-8397-46FC-BCDD-4867A4EBB304,10/12/2022,10/12/2022,1.107,0.5,1.92,2
701B9291-2CB5-4A98-A95C-01B40716139E,02C8E6A7-7957-4F90-B4E6-7B77B746C2C9,868E5DEF-9275-4D2B-A702-27EF4424A97B,821B160A-DEDB-4819-ABDD-75A0F16BB803,11/4/2022,11/4/2022,1.077,0.23,1.59,3
5F7489B3-8D7A-4127-9FDA-01C42DA1E3A3,7DE61B63-189B-49A1-BA83-DAAB31FF8951,2B0C33A0-4D58-49C5-8595-9BC9DB0A0546,CDD6B015-F84F-42DC-9C5C-3C14A84E11ED,1/7/2022,1/7/2022,1.074,0.64,0.84,3
128C88B8-4151-4B75-92B7-01C802B4E573,,951F8941-2C85-4D6B-A547-90F5AC08A6C6,,8/25/2022,8/25/2022,,0.84,0.21,1
B814E3D3-5927-40D8-87E0-01CF0EFA1B58,92E09BE5-3B25-4ABB-B860-7BF975A0E948,BD4CBEED-BC45-47B8-A62A-83B89E50E04B,1393EA96-CA2C-4704-A51C-59F50F701BB9,10/12/2022,10/12/2022,1.091,0.93,1.27,2
41602BC3-E22C-418E-B820-01D4F4019C0D,372A8E49-FA84-40BC-B56E-C3B021E40FCF,5AD1263F-BF99-4C93-834F-182879BD83EB,5989BAA3-B685-4385-A591-7A0E7343EB3C,10/13/2022,10/13/2022,1.083,0.4,1.64,2
6B4FDEB6-B84B-4010-A7C8-01D531440911,F5E1E74C-FDB5-472E-8CAD-DEC3EFF7C732,A0A5AD4B-F2F9-4C96-AF4E-18AC5ECF213C,99820B8D-A4BF-4AFE-9E80-12BB0015F15C,9/28/2021,11/5/2021,1.085,0.32,0.99,3
85F26FF1-F7A6-4051-A824-01D63CBBAF8B,C2E94152-A73B-4C03-987D-D7B160FBFBD4,5B48F873-B988-4977-A097-4F154E4C6185,716B26B8-3D60-4A4D-8BD9-93FEC64B5848,9/22/2022,9/22/2022,1.086,0.29,2.32,2
ACBF290D-F389-4543-A593-01D989A8116F,5473A72B-4CFE-4280-8F8A-9C8A272FF53A,7271F505-A262-4420-87D8-6DD3DFB64F4A,C3931881-9887-4A77-81D4-16C30571BE18,11/3/2022,11/3/2022,1.075,0.21,1.55,3
7B20ADF7-180D-44B8-A4C2-01DD579C491E,,A9D09B90-748A-4090-92ED-2CC5416314F4,102E61E0-C10D-49BA-9644-22758FF2E706,10/4/2022,10/4/2022,1.086,0.36,0.54,2
549A198A-3A56-41E1-BD19-01DFBFAA6982,3E824803-B3D4-418A-8235-1C193DF3EC40,2F440C35-1427-4FA6-A933-D7184C6E80F7,463E3EBD-9B59-40F1-BC1E-FFF19C54937A,10/3/2022,10/3/2022,1.087,0.95,0.51,2
0DD736E9-BA06-4E61-B644-01E0D1E854B2,58E8A20A-EDB4-4770-AE8B-02447AB1ACC7,0927255B-10FF-4D39-8FE3-EC2A4322D008,807908F5-67A2-4F59-8D47-ECF512294BAB,9/28/2022,9/28/2022,1.085,0.55,2.41,2
75B4B24B-8AEF-4D66-A7AF-01E564060DC3,,7E277789-CE8E-43C5-BFFB-36FDEE3037D3,,8/23/2022,8/23/2022,,2.34,0.35,1
51AF97C9-DEB9-4664-947A-0207A2436DDA,A5B0F2D3-E204-42AE-AE2D-AC4AFD1D32E2,981CA912-6FAE-40FC-B3E6-7E3E1D9428B4,C3931881-9887-4A77-81D4-16C30571BE18,10/5/2022,10/5/2022,1.072,0,0,2
B948829F-0B03-49E7-B7FB-020A97D3D3FA,56DEAC9A-A1FA-4373-A34C-5CCDA0C6544F,18E7837C-C55A-460A-85CE-EC6F450E1C25,7EE955B1-E87B-41A2-8653-4AEBF683AA85,10/11/2022,10/11/2022,1.092,0.73,1.34,2
20FBFF13-8CDA-49CC-A870-020F914F1612,5F9F0310-1550-4F99-9AA8-05CB69700DAA,93C5B8D7-5E32-43AC-9300-4B7236A3D8A7,85EABD3C-653A-4BD2-BAD6-408E88A1AB65,1/6/2022,1/6/2022,1.076,0.17,1.28,3
FEF4CA27-E25A-46E6-893E-0214C28C15D2,00F74D7B-8139-4FB8-8C18-CD3A45FBA033,86119D36-9A61-433E-9FF6-F118DF185E09,7F20DBB5-6DF0-43EF-A1EF-7F866C64E166,4/7/2022,4/7/2022,1.078,0.23,2.56,3
2D280A9B-23C7-46E2-B379-022ED7710484,B0FAA9D5-77F4-4C86-B633-C548EB6377E9,ADF2899B-141E-47E6-A407-24821F9A5268,09A4B908-8E1F-4C67-BE28-756528A5ABF1,12/9/2021,12/9/2021,1.073,0.41,1.72,3
5E2033F9-021D-4B4F-8491-0233D2FC62ED,5F97C77E-21E6-4D72-B2AE-BEA4CC94C1BF,8F16E4FB-AD6C-4499-9E25-6DE48686D638,07388574-824F-43A9-90F5-15D6AD36B694,2/17/2022,2/17/2022,1.078,0.34,3.6,3
EBB74BFD-33C1-4339-8BE5-023C4ED28A49,9C7D97B6-F1CD-42A5-A0EB-E81618AC0EFB,A9750D60-EDF4-42AD-AE7C-FF24D9BC4FB4,E086BB5B-1608-46B2-86A1-8A7ADA1AD99D,8/23/2021,8/23/2021,1.077,0.69,0.24,1
A0F7C522-8480-4B59-908D-023D55B761DF,7FAA7EA4-4E6C-4E14-A61C-6A6F77B4C331,108F9567-C559-4CEC-B638-F20F0114FE15,53107F3E-4308-489A-B298-80D55583C4CB,1/21/2022,1/21/2022,1.085,0.32,2.1,3
8799DCBE-CB97-4964-B598-024AA7F349CB,,F81B9798-98F7-4634-9422-D462490E6F9E,,9/6/2022,9/6/2022,1.091,0.7,0.37,1
EEFAFA99-446C-4E9C-B8FC-02526DC1FBAE,9AF472EC-3B51-4206-9ADB-4DD2EEB2CDD5,6F3E84C5-6D69-4288-ADE4-33AC40852908,77DB9112-040F-4D63-B6A2-6CF92EFC22E6,9/27/2021,11/1/2021,1.081,0.2,1.24,3
7100543A-710A-4B7B-938F-026B74DCD249,,6C5F2605-41EC-42E9-A920-EB9E12BEE609,,8/22/2022,8/22/2022,,1.56,0.16,1
6A7C50AD-FB6B-4F68-939A-026D2882CECA,F033BC51-3658-43A2-AB2C-94766B2D8305,1C3227D7-C6C3-4201-8E6D-C40B7E727EAB,833F6456-5B2C-4BA3-8DAB-2BEA1EB57579,11/9/2021,11/9/2021,1.079,0.32,1.75,3
FC19078F-F3F0-4059-AD79-026FC46EFF18,DD146384-C0B6-492A-B4DD-F69A261F45D1,7194749B-600F-4414-BC57-996FA9AB8BEB,8D113731-5228-44C5-A146-4B8E427B8EC5,10/8/2021,10/28/2021,1.088,0.6,0.71,3
300C2BF2-FB1B-43A6-8DCE-02736B576088,,A66AF8EE-9A1E-4786-ABDD-99916DAD587B,,8/22/2022,8/22/2022,,0.28,0.14,1
DF9D206F-B5F8-415E-8C2B-0286890A683B,AF7FEAB3-9148-4145-98CF-03BD079D1304,4E3D8861-FC24-4A91-B2CE-4ED027DB132D,051997C9-EA95-417D-BABB-B1A5F6F687FA,5/15/2023,5/15/2023,1.075,0.1,2.41,3
126B4EE0-F6D0-4E5D-9A37-02871FFD8FD4,,D923F666-3DC8-4C34-BD43-901D65625C6C,30F40CD3-A821-4A6E-9A91-17BB9C1A70D8,1/17/2023,1/17/2023,1.094,0.33,2.04,3
0812C5B2-DAEB-42A6-A974-02900E30898F,,78E5D7D1-AACE-46A4-A336-5C4E33F70497,,8/25/2022,8/25/2022,,0.41,0.38,1
E1264116-5A82-4EFD-8CF6-02A404F2BDC6,,C2CA0D37-D933-4F77-BD04-243C86FE6C41,,8/23/2023,8/23/2023,,0.57,0.15,1
4FBE388D-1E64-48E1-AFD0-02A95B21F0C6,7E313C2E-9507-4194-A719-89E588E4B9D3,FDFC8ECA-A47B-41C4-84D5-DCB612D7FE59,880592A7-AD53-4F66-A176-CEFF504ADDCB,1/16/2023,1/16/2023,1.084,0.19,1.25,3
ED1DB913-71CE-4046-87B8-02B532C61F28,,2C8D482E-082A-4D9E-9106-A48826D52EA3,,8/23/2022,8/23/2022,,0.5,0.42,1
3A272CB8-859F-453E-A499-02B7602964DB,AF7FEAB3-9148-4145-98CF-03BD079D1304,4E3D8861-FC24-4A91-B2CE-4ED027DB132D,051997C9-EA95-417D-BABB-B1A5F6F687FA,1/31/2023,1/31/2023,1.074,0.17,1.58,3
E0219353-52AB-447B-9626-02B7DD7C7F0C,,8E717682-E6C9-4391-B87A-9C99FB149DB8,,9/14/2021,9/15/2021,1.089,0.52,0.1,1
43D5C74C-A9DD-41FB-A07C-02E52D471E13,089AFE64-E3CC-43C1-AD00-9F00F3D36ABA,999E3CE1-0B84-44AF-90EF-CCCD3B6BECE7,833F6456-5B2C-4BA3-8DAB-2BEA1EB57579,1/5/2022,1/5/2022,1.082,0.43,2.66,3
B01A762E-A898-455E-8AD9-02E5604E466A,9FBEE350-E86E-4120-B8B3-4AF41E18CD3F,AE617946-91B7-415F-9682-659229E1ACF5,850202B5-4A09-4ADD-B19A-971AE893CA86,9/2/2021,9/2/2021,1.089,0.84,0.04,1
FD925BD5-CAAB-44CD-9687-02E796BF09AE,6BF51577-725F-4482-B655-457DFBBEE329,5D0F149E-3EAC-4572-A35D-C88035BB3DEE,5661FD49-F7BE-4041-B3AD-0C621B503E7E,10/4/2022,10/4/2022,1.076,0.39,1.15,2
6CE916AF-0638-49C3-A8C7-02E7F644D047,BDE1F20B-BFE9-4181-9814-DAEAE59362B8,DE7CAF3B-0A9F-43B4-8240-C3BA9BDDC0AC,67E33E3B-3EA0-4D14-ADB6-7C7297A7176D,11/16/2021,11/16/2021,1.088,0,0,3
5FD38A41-FB9B-4E93-B076-02E8B80BA694,,DE14C0E0-9281-4BE7-BC79-722B0F4BFE20,,8/22/2022,8/22/2022,,1.66,0.14,1
4A65E8CC-139B-46F1-8982-02EC900A6CFD,AB10432C-D178-4DB6-8747-6032A89F39EC,73F8654A-7945-496B-A157-A6391E8A9FAF,0982E740-8C1E-4F0E-9FC7-E9A41FA93655,10/2/2022,11/2/2022,1.088,0.16,1.38,3
D088A483-ECFD-4539-8AF0-02EE0767B49E,,AF6CCB51-E9BB-4C30-ADA6-DD23FC64409A,,8/25/2021,8/25/2021,1.084,0.3,0.09,1
880073D0-207F-442A-9763-02F24FA30509,AB80DE1D-D381-4811-9B6C-1636D8A7C8A9,578AF485-54E4-4AC4-8597-B81150AFEC95,53107F3E-4308-489A-B298-80D55583C4CB,2/16/2022,2/16/2022,1.078,0.27,1.99,3
350F7D31-384B-4436-BFAD-02F3CBB674D3,6611E05B-FBD3-4144-A957-61F1E5E2FBDE,98372F4B-3168-4A6A-B413-9170D1465555,3515F29F-F26F-482C-B666-C30A645E7343,10/6/2022,10/6/2022,1.093,0.8,0.92,2
3A99882F-B330-4045-AD97-02FCA57F56C7,59D56EAC-4B11-4A71-BDAD-EFE9DEC5D97E,CB0CDA67-594A-4DA5-A72C-D5B2E9A6E6C4,880592A7-AD53-4F66-A176-CEFF504ADDCB,12/27/2021,12/27/2021,1.083,0.54,0.75,3
EBECD0E1-8130-4772-8876-0308BFA51D8A,,98372F4B-3168-4A6A-B413-9170D1465555,,8/23/2022,8/23/2022,,1.69,0.1,1
A6D31D73-015C-4FCA-A100-0378D42556DD,4FFA56FE-2612-4EDC-8EF9-A8AE73B3A24A,C8F2314A-1CD4-487C-AC82-2F2BCE784B6F,ED19D11D-62B6-48B4-9A0F-7C21A91B45D8,9/15/2023,9/15/2023,1.086,0.7,0.15,2
4CA21EFC-C8C0-4444-BED3-03822DB8EB67,62F9690F-4FC9-4A58-B24D-FE76B42485AE,919617AB-1B2B-434D-85B9-9634D6B634AA,2534CBD7-4F2B-4B48-BD85-D72F0931C79F,11/8/2022,11/8/2022,1.072,0.29,1.52,3
91DAC588-70E2-4E4D-940E-0384C2B37C6F,,153C9991-20D6-40F1-9AE2-38B267FD00AD,,9/12/2022,9/12/2022,1.08,1.18,0.62,1
CAEF1584-D722-4D4D-A04F-038A827EA641,,11B2CAC3-7FE2-4200-A1B2-29574B5CB8EE,,8/11/2022,8/11/2022,,0.41,0.16,1
9275E911-904D-4C44-9514-038D4BBBE66B,4480CFA5-B960-4BAE-9476-F19D47400660,7AC383CF-24D3-477E-B40E-8C5B0054F032,284A83E6-568C-4859-9E55-526ABE9D5979,9/23/2022,10/19/2022,1.079,0.04,1.57,3
EF2CE3C8-B2B8-4B5E-99E8-03AB29EE9BB0,6180A3F5-D653-4B24-861C-CAAD6FB98F29,F0DEAD00-9583-4D94-91DD-CFEF2766D16F,5661FD49-F7BE-4041-B3AD-0C621B503E7E,11/15/2022,11/15/2022,1.084,0.02,1.25,3
3579040E-A3E8-4CD7-95E2-03B03FF52152,,11B2CAC3-7FE2-4200-A1B2-29574B5CB8EE,,8/24/2022,8/24/2022,,0.52,0.28,1
7AFCB673-8E7A-463A-94DC-03B38325B2D8,,59F199F1-3ECD-417A-977B-5769A922FC9F,,9/9/2022,9/9/2022,1.082,1.1,0.13,1
5092DE13-04AB-46AB-85F7-03BF39D04FA0,,00D98C7E-34A2-4DD1-96C8-020AB66B904A,,9/9/2022,9/9/2022,1.082,0.3,0.3,1
DE955E71-54EE-4E30-9FF2-03C3BEEA3AA6,DC50EB11-7628-40A6-9762-3144F365BDCF,F64DD7CF-664F-49EC-BBAD-15E67A7F1F41,698ECD5D-26E5-4F95-A1EC-2632A959FE45,8/26/2021,8/26/2021,1.084,1.06,0.22,1
C49F73DA-33A6-4758-82F4-03C4811F00BE,F81D6D88-0EA2-479F-AF61-343289FF03BA,8789072C-6EB3-41C9-AAB8-1F37BC3F6F3F,4AA523AA-163E-460A-BA6B-20C2D25E057D,9/14/2023,9/14/2023,1.077,0.76,0.6,2
75BB5F2A-8B0E-42B1-B985-03D0A4537A55,56A7D208-3D5F-4AB4-9F14-F6D7C79F708E,648D6323-3BC4-489F-B635-68E3580914DA,833F6456-5B2C-4BA3-8DAB-2BEA1EB57579,2/1/2023,2/1/2023,1.083,0.34,1.34,3
E984C9BE-B36C-45FC-9552-03D599A153D0,58538499-ED23-424D-979E-37CE0366D7DD,46462561-83B2-46D4-B921-235F89A71CD5,4AA523AA-163E-460A-BA6B-20C2D25E057D,9/20/2022,9/20/2022,1.093,0.9,0.92,2
8995DFA8-CF7E-4521-8C16-03DE9EC74138,,C783C4FF-A523-4002-8DFD-0A7FFFE53504,,8/22/2022,8/22/2022,,0.31,0.17,1
822563AD-A6D2-40C3-A8A6-03F617186F3D,,E190AC08-FA9F-41FF-84F5-A29DE45323DB,,8/23/2023,8/23/2023,,0.42,0.08,1
30CF2387-CFEF-4A3A-A4B0-0432333691AF,,FA20BBE7-D8A2-493F-893B-85578CE571C1,,9/6/2022,9/6/2022,1.084,1.73,0.05,1
3DEB09A5-66FB-4526-81EC-0438D0C297BB,47753828-1318-4124-B63B-4DF1DFF20E9F,A65C3221-D0AA-4301-8AF4-4C691A3C6AAB,BA6CAD63-86E8-4215-B513-F4FB23FC4D76,9/13/2021,10/19/2021,1.082,0.15,1.03,3
0081A211-BF5D-4A74-B8CD-044301B8B68C,1EC412AB-1F2C-4C89-8CA8-3E8B1BDF6BBC,62F1CC0B-3991-4721-AA5C-2E1B405A5F57,833F6456-5B2C-4BA3-8DAB-2BEA1EB57579,10/12/2022,10/12/2022,1.088,0,0,2
9F6ED53C-FBD3-4252-A7A6-044AD40D2ABD,B237A88C-AEC4-41C3-858B-ECF7D506097D,648D6323-3BC4-489F-B635-68E3580914DA,EE9CC013-E44C-4309-BC72-258A43D0949F,4/20/2023,4/20/2023,1.079,0,0,3
0BD976D9-E49F-493F-BB2A-0453FA11B010,56DEAC9A-A1FA-4373-A34C-5CCDA0C6544F,18E7837C-C55A-460A-85CE-EC6F450E1C25,7EE955B1-E87B-41A2-8653-4AEBF683AA85,10/2/2022,10/20/2022,1.089,0.44,0.96,3
A7350F7D-B2BC-4C60-91C3-04616D121916,795D20B1-E352-40FF-8DB0-AB22687120FE,517F85E1-947A-424E-884F-3E70912CE4F0,821B160A-DEDB-4819-ABDD-75A0F16BB803,5/17/2022,5/17/2022,1.073,0.27,1.72,3
4B0E64FD-6DD8-4B2C-B18E-0476488139B8,,B5DFA1D1-7BE9-488C-B677-A3ABCB8D5A38,,8/23/2023,8/23/2023,,0.32,0.12,1
4D91C900-7C64-4E2F-81A6-04766BED7E83,34062AD9-EC61-4492-BCEE-29599C4E43D5,554245CF-897B-4154-982C-E4621D05F3AA,3515F29F-F26F-482C-B666-C30A645E7343,9/29/2022,10/19/2022,1.094,0.34,1.03,3
A8D35D3A-6198-4047-9D72-0477C85BF12E,4F37EF7C-9A7E-4123-B1C8-36A6F879D9E3,DDA95036-FA80-4A1D-B7D0-4C122C17DF3C,4AA523AA-163E-460A-BA6B-20C2D25E057D,9/13/2021,10/27/2021,1.087,0.28,0.86,3
25987CC9-687E-432B-A669-04858736FD9D,05BE51AC-8136-4FDF-BC15-25A65058E8DF,F60BF6EC-2B36-4CD3-9D84-3AB4670C7942,EE9CC013-E44C-4309-BC72-258A43D0949F,6/1/2022,6/1/2022,1.073,0.44,3.24,3
04620811-9538-446E-9479-0490B783A408,,A61EF0D6-AB5A-4512-838F-54D7CADF069C,,8/8/2022,8/8/2022,,0.45,0.03,1
BBFAEB25-8C39-4571-952D-04956AD3DC48,,6999035F-3489-4394-BD18-7C096CCEC070,,8/10/2022,8/10/2022,,2.46,0.19,1
39986A16-BFB4-4606-8C00-04A3BF9473A1,86C9FA7F-187C-4ACB-877E-AA0417838218,273D7593-5BB3-44BB-995A-A0341227170E,284A83E6-568C-4859-9E55-526ABE9D5979,1/5/2022,1/5/2022,1.085,0.28,1.48,3
75B1BEC5-8AD8-44E4-9E67-04B11EFE11BF,C89A620D-8014-4D61-AA11-98ECF8EBC517,A07B6FA1-ED0E-4BAF-8DB0-27327040E4EB,3515F29F-F26F-482C-B666-C30A645E7343,1/6/2022,1/6/2022,1.085,0.28,1.16,3
3AB72517-5DDD-46D4-86FB-04BE40A3DA33,24912B28-03A5-47CD-93A0-F3FA99811FDB,66A5CA8E-F369-4A9A-9564-3B9CF2197D0D,F844BDFA-67C5-4F3C-9AC6-91D0521E87E0,9/13/2021,9/14/2021,1.083,0.46,0.41,2
A0E2DE32-71E2-4992-BB07-04C51969972F,089AFE64-E3CC-43C1-AD00-9F00F3D36ABA,999E3CE1-0B84-44AF-90EF-CCCD3B6BECE7,833F6456-5B2C-4BA3-8DAB-2BEA1EB57579,2/2/2022,2/2/2022,1.083,0.43,2.9,3
206B67BE-53FD-4C6F-A21B-04C97F93C2DC,AB80DE1D-D381-4811-9B6C-1636D8A7C8A9,578AF485-54E4-4AC4-8597-B81150AFEC95,53107F3E-4308-489A-B298-80D55583C4CB,3/17/2022,3/17/2022,1.074,0.18,1.96,3
23FB2E8A-2E92-4458-AFDF-04CE01C534EF,,F5AC0A44-9E8C-4C4D-9ECE-66796DE2CC7A,,8/23/2023,8/23/2023,,0.39,0.08,1
652BC087-AF96-4AA3-B9DB-04D7155C925B,D7AF52D2-25B3-458F-8E5E-13BA252C8F5B,3BB36CD4-C06F-4422-BD00-FD5D28B93659,4E60FC24-8E35-4EDD-82D8-3C832CD85E78,1/20/2022,1/20/2022,1.074,0.35,0.79,3
