PlantedCropID,CanopyDate,CanopyPercent
5A1B5B6C-2EE4-4569-BCBE-AA5475BA9F90,7/21/2022,0.977
7D235221-0549-4FCC-83C2-E974008DC1E4,6/28/2021,0.88
1A74A788-3D87-4E76-B088-F29FE0672EF9,7/12/2022,0.911
47110A4D-5492-45E7-A0DB-22FCFE0D50A4,6/22/2023,0.695
E5624A09-8608-426A-8F5A-2DB6DE39FDCD,6/24/2022,0.394
5B48F873-B988-4977-A097-4F154E4C6185,6/9/2022,0.1555
1166099E-71DF-4481-B190-51759FAD1248,8/5/2021,1
95A48EA4-C031-46C6-9591-537203E24B6B,7/5/2021,0.967
068C1424-1925-41A4-9B1D-636B071F5190,8/22/2023,0.943
0C859E67-4F42-4AA9-96D5-6760D5672587,6/14/2023,0.229
951F8941-2C85-4D6B-A547-90F5AC08A6C6,8/10/2022,0.98
93F2493B-8FA7-4E27-8E3A-96EDEBB78388,6/21/2022,0.426
BC93B170-FFC8-4A0E-89F8-A7A7AE0F6385,6/8/2023,0.208
3432290E-5C44-41E2-8D1A-ADB9B7ACA53F,9/7/2022,0.717
DAE39BAB-B870-4BD5-B260-D039D66B4956,6/16/2023,0.554
D1823A6C-1387-4018-87DD-D209EDFF2BAE,6/23/2022,0.156
86119D36-9A61-433E-9FF6-F118DF185E09,6/24/2021,0.877
EFE0B6C1-EA44-4A51-B3E3-FD50C6C6C7EE,7/21/2023,0.746
F64DD7CF-664F-49EC-BBAD-15E67A7F1F41,5/24/2021,0.005
BA8C160C-9E2A-43AE-8C84-1DBFD5B130C1,7/19/2022,0.9825
4A1BC7E9-B0FD-4C44-BB8E-30083F84A896,6/12/2022,0.264
B9955DE1-719B-494C-90EC-4425F6E53BA9,6/23/2022,0.315
A69C9622-E6F5-4262-9C85-4FC835E14D77,6/14/2021,0.249
DF37C4E3-F755-4212-90A6-793E9CEA690B,8/1/2022,0.9895
6999035F-3489-4394-BD18-7C096CCEC070,7/7/2022,0.854
F3DD5A71-B450-420C-A242-A2621E90269A,7/20/2022,0.8725
E190AC08-FA9F-41FF-84F5-A29DE45323DB,6/22/2023,0.799
51D1375E-002A-4334-9381-DF44BA396845,6/14/2021,0.2135
7D235221-0549-4FCC-83C2-E974008DC1E4,6/23/2021,0.549
0927255B-10FF-4D39-8FE3-EC2A4322D008,6/21/2022,0.285
B1FB7E81-E5A5-4461-82E7-004736BA64F7,7/5/2023,0.989
A2683112-D96C-4AB9-8957-16B37F45DA6C,6/13/2022,0.318
F0413B80-AC6D-4050-8752-3DAF540B89EC,6/30/2022,0.519
AD98C170-B62D-4856-9C83-3DE028DE9863,8/16/2021,0.881
36C8DA81-E41C-48BE-B37F-65671A5AA748,9/14/2022,0.326
CA99E612-E54E-4DEB-9F8D-751C15644475,7/3/2023,0.9685
E0E88773-A87C-4CDF-A2B6-90332580A632,8/9/2023,0.992
9D435747-DF40-4EAC-A650-9E902DF91C71,7/10/2022,0.989
7170A867-D8BA-4166-AA05-D57D4B0EC176,7/21/2023,0.9745
4ED35ABC-4BC0-4832-A0EB-DBAF40AA0C8E,8/22/2023,0.958
747A9884-A795-427C-A33D-0B99AD0FACC1,8/11/2022,0.967
0017DEF2-A2A6-4C10-B3B2-11D15F235F22,8/10/2021,0.995
F19C02E0-DE09-473A-A2EE-198BED7C463C,8/11/2021,0.705
F172DFCD-EF34-4190-941B-2853385F506D,7/17/2023,0.987
678859A8-F705-4F29-8BBC-2BF2E86864AC,6/24/2021,0.696
7437616B-76FF-4176-9582-5DF6927EBD7E,7/2/2022,0.863
D50BD3E7-C423-4E8C-A7C3-74263C4D9C3E,7/26/2022,0.972
AC259749-6B46-4288-9372-77221DC7892F,8/15/2022,0.8925
3F0AF2E3-52FB-41A3-8915-9C9BF9549F89,6/23/2021,0.533
55BCC4B6-93E7-4CDD-A37B-B7F3C09C471F,6/15/2022,0.296
2BE793C1-411D-4916-BD5F-DE64669E26A5,6/29/2023,0.973
FFFCF1AE-70C5-43A4-BB37-E4100446ECD4,8/16/2023,0.952
FB3187D8-FA72-4637-9D44-EF976632BE6E,8/29/2022,0.963
11426940-B334-46CF-870D-F5420BFAA818,6/14/2022,0.235
9A9B56DE-61FE-4C93-8222-FA1FEB9DC2D6,8/18/2022,0.996
5F6A2E55-A8D2-451A-8807-27CA4247A6D5,6/22/2023,0.952
153C9991-20D6-40F1-9AE2-38B267FD00AD,8/5/2022,0.97
E1A6B874-24E0-4D04-835D-3AEC07AA4ECC,7/11/2022,0.955
D029334D-B25D-4C94-BA8A-59E35BF44E8F,8/14/2023,0.989
E9585EB3-FCDA-4625-8F1C-664AF6C4603F,8/3/2022,0.985
449298FC-8DA4-4A12-8BD2-840F115AD2EA,6/25/2021,0.799
0100A798-8BE2-4594-A988-EB7DD370954B,8/10/2021,0.999
B3936F93-E3C2-404A-B076-FB573D3CC503,7/11/2022,0.967
1E683264-D904-45AE-9440-001470D3D1C6,6/26/2023,0.989
FCCFA795-BF3A-46AB-8204-1D29995AFCFA,6/26/2021,0.012
4695ADDB-6F9B-40EF-B795-2A45BBEF1AAE,6/21/2021,0.984
BF7EDE0C-9094-4C15-BD31-326B170EB645,8/4/2023,0.986
DDA95036-FA80-4A1D-B7D0-4C122C17DF3C,8/2/2021,0.866
6E3214FD-B565-49F2-BB3F-66DBC3BFF8AE,9/2/2022,0.847
37256956-BE47-4B2C-935A-7EE6F05B076A,7/19/2022,0.955
ADF737CF-2F38-4D9A-A7FF-88FDCC2FA825,6/13/2023,0.124
6388C533-0778-4034-A7F1-ADE8F9F7BB07,7/19/2023,0.995
F09FB9E7-3DC5-443B-80EE-DD77680CB706,5/25/2021,0.006
107F7812-936F-41E7-BE5A-F5C6D7073EAA,7/22/2021,0.995
9C1BE855-EF3A-4A3C-B489-0288DA864E82,7/5/2022,0.703
747A9884-A795-427C-A33D-0B99AD0FACC1,7/27/2022,0.986
A2683112-D96C-4AB9-8957-16B37F45DA6C,6/6/2022,0.0925
84FF5E3F-AC54-43A1-BEBD-1C336A9AA3B6,7/22/2021,0.995
517F85E1-947A-424E-884F-3E70912CE4F0,8/31/2021,0.327
85EC3A53-C0C1-4DBE-A670-8B85DDAEEC29,6/15/2022,0.311
85EC3A53-C0C1-4DBE-A670-8B85DDAEEC29,8/17/2022,0.945
44689CE4-D391-40DA-84C6-94345211523D,8/3/2023,0.972
062FE063-67A3-4852-9572-B7247AE660A1,6/25/2021,0.835
E7638FA4-A110-4EB6-A2A1-BC11EF0AE3D4,6/11/2022,0.081
14A28F53-7BBB-48C6-A5B0-E2D979924ADB,6/8/2023,0.232
EF32434D-AFCB-4367-AA82-13F47F1530FC,7/18/2022,0.96
F3E25362-C31A-4116-9332-2133E0232B07,8/16/2022,0.994
868E5DEF-9275-4D2B-A702-27EF4424A97B,7/19/2022,0.9835
B2E81090-7A74-4E58-BD62-3030E4080259,7/18/2023,0.969
61CDC4C0-1986-4870-95CD-36B879D07211,8/30/2021,0.76
1064E6DE-24F4-43A4-8FB4-3AB027655DBD,8/30/2021,0.831
F65A6FB4-460E-45EB-92AC-40EA92AB8C7D,8/8/2022,0.968
068C1424-1925-41A4-9B1D-636B071F5190,6/23/2023,0.117
C98A1AB3-2BD0-41F7-9420-64361842F4A6,6/15/2021,0.17
3D57BD94-EC52-426F-8891-64812C16EB4A,8/21/2023,0.962
08424CA9-82BD-4C90-B297-73C622BCC771,7/14/2023,0.9465
37179338-6019-49AD-B0B7-795CD650EC6E,6/22/2022,0.189
9D435747-DF40-4EAC-A650-9E902DF91C71,8/16/2022,0.99
480DC575-59DA-49E9-9B1F-A803DFFCB2A4,7/11/2022,0.9925
8AFEE3E0-5AF5-41B2-B86F-B9DB01435A6E,7/10/2023,0.95
644D09A4-90E7-4667-8B33-CDDFC95DE12F,7/16/2021,0.99
BF2C8783-5439-48CA-AEFD-DB73D62AFEA4,6/23/2023,0.812
68E22E4D-34D4-4999-893A-F27FD7105231,7/7/2022,0.67
50CF47D4-E9BA-45F2-ACEC-FF8074B96F12,7/6/2023,0.9485
747A9884-A795-427C-A33D-0B99AD0FACC1,8/30/2022,0.964
CE0912CB-6174-48BC-B02C-1CFFFECF7D18,6/24/2021,0.631
989588F5-B523-4204-82F3-1EF1D4CD942F,8/12/2021,0.9985
B7A8DAD1-68A7-43D0-9407-37F521565009,6/18/2023,0.989
B140650A-72CA-4635-AA3E-38068341331D,6/12/2021,0.157
9D5A915A-1DB5-4B84-BD1D-43157D606B6E,6/8/2023,0.131
9D5A915A-1DB5-4B84-BD1D-43157D606B6E,7/6/2023,0.969
3D57BD94-EC52-426F-8891-64812C16EB4A,7/17/2023,0.8575
44D8729D-3090-4264-84F2-6DFB7C2DE3FB,7/15/2022,0.9215
DCE8133E-7535-4DA2-8640-7B2CBBB2CF97,5/31/2023,0.013
03A0BCB7-7B88-443A-8072-992EF8CED13B,7/28/2022,0.977
D81C27F1-F76E-4C88-8862-A6CF3C8344B7,6/1/2021,0.047
D1823A6C-1387-4018-87DD-D209EDFF2BAE,6/28/2022,0.317
A0860615-E886-46D2-8F44-D55E80A297A0,6/28/2021,0.841
BF2C8783-5439-48CA-AEFD-DB73D62AFEA4,5/31/2023,0.01
0927255B-10FF-4D39-8FE3-EC2A4322D008,6/27/2022,0.583
9ED7D25C-9873-43BA-9CC1-EFCAC3B01E7C,8/13/2021,0.7925
747A9884-A795-427C-A33D-0B99AD0FACC1,8/16/2022,0.997
82E5F4E9-560E-4735-B284-0EB49DE01C6E,6/10/2021,0.171
A930C661-97EE-4D35-B8D9-14B46D1AD4E5,6/7/2023,0.078
D2A9B462-A9E8-4A04-9D7C-216F1CC42286,7/19/2023,0.997
556EE5A7-B11A-44BB-92E5-27C7CB892BBF,6/30/2021,0.953
357E9552-5DEF-401A-B087-478CD35D6F0C,7/5/2022,0.8645
4D2EB8D4-FAC7-4282-8F34-49B1B3B42192,7/22/2021,0.99
E814A2F1-9704-4A8A-A26F-4A7AC1AD5090,6/7/2023,0.051
32B1A52B-EF58-4180-B1B0-512E758520B4,7/5/2022,0.859
7D153141-15E8-4A70-9E5D-51DB2C8DA698,7/8/2021,0.985
C47CE197-D7E9-456E-A7EB-7790DC798B33,7/8/2022,0.922
499D659A-7ACA-451A-AC1B-82248237830A,6/15/2022,0.028
E93072ED-07B4-40CB-A22E-8689663CB0FB,8/23/2022,0.706
CE9BFF64-DE9A-4B4A-AA87-A672962A21B9,8/4/2022,0.98
728A6703-A627-4C25-BBEE-B6A0D407F70B,8/8/2021,0.987
2DF7DA7D-4640-4715-BCD6-C8D24E1E3535,7/18/2022,1
CE7F85C6-6E68-4DAF-80D6-D470EF7B6259,6/9/2022,0.136
14A28F53-7BBB-48C6-A5B0-E2D979924ADB,6/28/2023,0.851
BC193700-4E62-4E2E-9E4C-EC9CD5CC3714,7/14/2023,0.74
1746C2BC-D404-4927-A7E9-0301F176009C,7/27/2021,0.995
B63F90C3-C1D8-430B-80EC-0AC13DA99631,6/26/2023,0.944
EB8F68BE-B52F-4925-8A24-0EBBFA73F177,6/4/2021,0.2105
EF32434D-AFCB-4367-AA82-13F47F1530FC,8/16/2022,0.994
CC24DCBE-4841-4EA5-8BDA-195B9EE11A1E,8/18/2022,0.982
A0FFE041-3F43-4054-B26A-257E6A1127AC,8/14/2023,0.962
A07B6FA1-ED0E-4BAF-8DB0-27327040E4EB,6/1/2021,0.0245
7F86F226-76F3-47C5-8927-2FED9BCEF821,8/15/2023,0.9825
64A05796-15F5-4E6C-A0F8-415F68F53444,6/23/2021,0.85
67FB7E81-366C-4488-8D52-685E36A54B98,7/27/2021,0.987
1EEEAC78-8675-4F97-819E-6990F6152300,5/27/2021,0.075
5E4E6496-1846-4E61-9F6C-84299702A0B5,7/11/2023,0.978
2C8D482E-082A-4D9E-9106-A48826D52EA3,8/8/2022,0.99
DEEFC0DE-5818-4DCA-9506-A49CEE3FD93D,6/20/2022,0.586
A2AA17CD-1971-4627-8B1B-AEE199FD4351,6/26/2023,0.824
A45739FC-D92D-47BB-8E63-B0CE5FF33D55,7/13/2022,0.9795
ED0B9E74-0845-4973-9D6A-D3DB3D069A07,7/19/2021,0.984
CF0F496F-4BF2-4122-9123-E14C85B5036C,7/1/2022,0.694
107F7812-936F-41E7-BE5A-F5C6D7073EAA,8/12/2021,0.94
2D387F77-A349-4846-A78B-0837BE1BDDE7,7/21/2022,0.983
C6C80BB5-4915-4140-995C-0AA62DD930C8,6/14/2021,0.313
0674479C-F301-433B-9451-32B369EB156B,7/7/2021,0.954
AAE75F40-57F9-4601-B586-3F751DD695D0,8/26/2022,0.9715
F0870878-9B4E-4918-BF6C-69BE2E6D2D63,6/3/2021,0.0925
D50BD3E7-C423-4E8C-A7C3-74263C4D9C3E,8/17/2022,0.989
8FFA8FC3-DFB9-4071-A042-76C7F32EAE75,7/5/2022,0.68
C47CE197-D7E9-456E-A7EB-7790DC798B33,6/20/2022,0.0605
6999035F-3489-4394-BD18-7C096CCEC070,6/29/2022,0.384
A679EDEB-2DC2-4F33-B305-7DA85397BAD0,8/10/2022,0.979
7EF2C969-3A58-4104-BE1D-A836EF930EB5,6/7/2023,0.0745
A717CEA3-226E-4DEE-A1F8-AE6CEC7AC091,6/28/2023,0.858
0F67CDB2-EFCD-47B1-A04B-D725CDAF76F9,7/8/2021,0.983
92BAC917-9EFA-4980-B379-E5731F1C6C21,6/14/2021,0.385
20C4EF30-17E5-42C5-9EEF-E5B48C9AD702,6/8/2023,0.226
4D16F63A-94AB-461E-BCF8-10FE8D8A4D77,6/23/2021,0.216
C8F2314A-1CD4-487C-AC82-2F2BCE784B6F,6/27/2023,0.557
ABDFC7C0-BC8E-49B8-8136-2F8B4E53A2BF,7/14/2021,0.997
B005158B-FC19-42E4-BADF-434A50881E8B,8/31/2022,0.798
B9955DE1-719B-494C-90EC-4425F6E53BA9,8/15/2022,0.991
F1F7032E-132A-4E6F-BB8A-9B70B10E352D,7/15/2021,1
FF679951-A88D-4DF9-A720-B65C134D76CD,5/27/2021,0.016
255B5465-1DD4-4713-A3F8-D5324FFFD19D,8/10/2021,0.98
0927255B-10FF-4D39-8FE3-EC2A4322D008,7/21/2022,0.985
0C8EBEB7-7C71-45CB-95B6-EF03A8756E77,6/2/2022,0.001
42E3BD46-DD43-4F1F-8D70-12680FA70E1E,6/27/2022,0.603
17875804-33AD-4B17-BD8A-1DF9D1CBAD66,6/4/2021,0.073
B9955DE1-719B-494C-90EC-4425F6E53BA9,7/7/2022,0.9275
BDB291C3-A924-4245-B046-655AE05E4871,8/21/2023,0.969
