StoredCropID,PlantedCropID,StorageBinID
B07A3C69-A374-4BAC-826B-08A3BF88547B,6DAF0203-BF92-4C0D-8A99-07DA3111AC87,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
8D2C1F0A-5E07-4982-A709-638D27B11EBC,CE0912CB-6174-48BC-B02C-1CFFFECF7D18,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
556BABB4-70DD-40F7-87B2-792AE024A249,D30B4903-1566-4584-BF63-8900BDFE0C77,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
56C26049-4E95-4C92-9A9B-AB6BB1EAF65E,AFD321B1-F630-44C6-9238-CDC6C092E61B,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
E8875654-5109-43C4-BC6B-440D68CF79FF,23E0693F-6D27-4328-BCB2-0BC863A0D47D,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
FBAA4556-9D92-4F83-8D7C-8BDA3B80260E,209A90BD-EDC0-4C56-8041-A1081273B2A0,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
2B892206-F29F-405E-A386-EAF5826C7DCC,6906FE3A-0F13-4211-95EC-3535990E9329,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
381BEA4B-D840-4C58-AEC1-C61D7A535293,5741C878-C258-4C0F-A716-56E3473CE0E8,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
463F8A7D-BDBF-40E5-8575-6F2EFEDCEDCE,8606572A-931E-43AA-94A8-59F97C4F0579,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
AE4A5A5F-6D49-4F65-8D93-53A7265D7173,C6698CB5-C4A8-4530-B39E-49AC2F72785D,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
EAA76B56-2F13-4C1A-957D-9488734B33D9,D34DDCBB-93BC-4557-92F6-0BBFBF5CEE19,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
F4F7EBFA-50A6-45E2-AC09-D847E91B9BE5,B85CE798-0868-452D-B74F-75C94F6E65A7,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
62096E15-5884-4A79-8EE1-789B6BBD3632,41255883-87D9-4F47-80A6-3FF5CCF802C9,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
7C3F6D18-3F4A-4B96-8A37-7A9430AB3E9B,9A7A9EDA-4F41-433A-8BB5-9A172DAF6524,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
DBBF8BF3-D4EB-4622-A7AD-D54BCC25FB01,B50EDB37-0353-45F3-9586-864C55D4B98E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
C8C923BC-8183-4067-847F-FE2A601E0D3B,863ECF98-348C-4E04-B0AF-5666DC5E311E,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
1152167D-BD32-4FAD-B478-182216AECD0D,55A4AC1F-AFED-4DED-B286-73F92A423BFA,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
C20E7E8E-8F9B-4417-BBED-7D2B7E52DBD0,3D0C94C3-8C9A-4D15-812F-F606E6EAA0D2,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
CAB5DE28-C865-453E-8306-6EC65E9CE666,92BAC917-9EFA-4980-B379-E5731F1C6C21,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
23ACE162-5767-4001-94B3-F123899DF533,3A83973D-E88B-422A-8320-1669838EDC85,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
0869984B-A14F-4FC8-909F-53C6670B1315,F60BF6EC-2B36-4CD3-9D84-3AB4670C7942,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
71A9707C-5B01-498B-BFBC-231E187277EE,1C3227D7-C6C3-4201-8E6D-C40B7E727EAB,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
9FB25D0A-E1EF-4081-84A7-4A4BE5C55464,999E3CE1-0B84-44AF-90EF-CCCD3B6BECE7,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
13E71CD5-634D-41D4-8BAA-441CD5F47F0B,578AF485-54E4-4AC4-8597-B81150AFEC95,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
19BB5B3E-9607-4FD8-A266-7DDE437ACB2B,D34DDCBB-93BC-4557-92F6-0BBFBF5CEE19,ED19D11D-62B6-48B4-9A0F-7C21A91B45D8
66911970-BAE5-4116-87C6-3A8E3ABEBEFC,0E785177-C69A-4D73-A4B6-24BD64223F5C,00C6123F-413E-4BDB-9E83-8DE289DD0F8E
70629619-E381-471C-A2BF-4632A8CE0C9F,6B8DF939-5A27-43EF-8F9C-20072846EC95,051997C9-EA95-417D-BABB-B1A5F6F687FA
F6B4B4B5-D645-42E0-82B6-3FDD9357D600,94865997-5CFB-4B42-A2A9-D7E773818B8F,577EFE38-A628-4DEC-A195-699D143D48D6
04C67571-56CB-4A25-8CDE-BC2EAF737909,90E4B74D-9037-4202-BEE3-880F65958F87,B44FF70D-5A3A-4685-BE96-FBEC6BC72174
6A9433F9-5598-43C8-8694-90EF1C62FA00,21C03482-ECB6-4E0A-BE31-A064CAC1FDEC,5871AE3A-7328-498D-A030-67338F511117
32FE9D55-1306-40C4-91E5-26D1584D794E,4FC646BC-1003-4C50-BB49-56D691CB4889,D84AC8F1-2245-4B79-8887-A2F38C52E439
59A1F131-B2E2-4170-BACE-28B8FFE98439,6906FE3A-0F13-4211-95EC-3535990E9329,ED19D11D-62B6-48B4-9A0F-7C21A91B45D8
E0BE8D7F-7480-4769-957B-549A4E7004EE,ABDFC7C0-BC8E-49B8-8136-2F8B4E53A2BF,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
F9FAE6DB-BBE7-44AD-A7E5-A523259757B8,5A83DC6E-7597-49CE-8C44-DA9D88D1A37B,7CC8C608-716C-4B5C-9F13-263A888DAC0F
72DF10A0-6C7E-47E8-AEFB-F1C1CB3C0877,90322361-F862-4450-B2B6-8E295EC82E2B,0982E740-8C1E-4F0E-9FC7-E9A41FA93655
1BD69B80-C021-4547-A1CB-F929356DB91F,0EF11E87-CFE3-4164-BDE5-3B647646EBD7,F06697E3-F6C1-41B9-BE11-F3ABF450DBF8
A028AF4F-FAF7-4387-B650-F64D44FA89C4,0EF11E87-CFE3-4164-BDE5-3B647646EBD7,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
F015EEAC-E8AE-4FF4-BE77-00467B143BA3,5A83DC6E-7597-49CE-8C44-DA9D88D1A37B,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
532298A0-E2E6-49C4-8E50-B443D6566EEC,04804123-490E-471E-A1C9-59EB2C344BD4,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
CC55AE80-A03D-48C9-98EB-76661D29B299,BF603064-7174-4568-87E0-58E4698AF5C8,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
72BF53CB-195F-482C-AD3B-335A54944EAC,7194749B-600F-4414-BC57-996FA9AB8BEB,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
FAE7A65E-7339-47FC-8AB9-5726D1477B2A,90322361-F862-4450-B2B6-8E295EC82E2B,24486431-253D-4BD1-9401-A4A535E1319D
0836F794-BB98-4CDC-8740-A689EC973C3A,F09FB9E7-3DC5-443B-80EE-DD77680CB706,716B26B8-3D60-4A4D-8BD9-93FEC64B5848
1379DD3C-F984-4361-83EA-2A065891BBAE,F1819D1D-04A0-4677-B1E9-0A8D3061A6F0,577EFE38-A628-4DEC-A195-699D143D48D6
AEC12442-9E55-4977-995A-E93C80FC8ACB,AF6CCB51-E9BB-4C30-ADA6-DD23FC64409A,D84AC8F1-2245-4B79-8887-A2F38C52E439
48B44E40-0E7F-41CB-B1F1-363739D4BC6E,83934075-0037-400C-864A-F519D6120CB2,0F39D7C8-D425-4BEF-8BE2-28D76F6826D8
6B63E574-0806-4360-920C-14F6EEE8AA13,11ED211D-A4EB-4052-83AD-6A20A608E959,051997C9-EA95-417D-BABB-B1A5F6F687FA
B0F89C5C-52A5-4B09-A9FF-617065785C84,7D153141-15E8-4A70-9E5D-51DB2C8DA698,ED19D11D-62B6-48B4-9A0F-7C21A91B45D8
C36DD8B6-3A33-4D72-A6FE-37C096632B30,AACEB49A-2308-4639-AD0C-9636053892AC,F06697E3-F6C1-41B9-BE11-F3ABF450DBF8
BDD88303-27E1-475D-AE1E-52C9B027EDE7,AACEB49A-2308-4639-AD0C-9636053892AC,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
03C75AAC-F74C-41E1-AF17-F71DCA92B306,ED0B9E74-0845-4973-9D6A-D3DB3D069A07,DC101218-7A6A-416E-A880-4837DE382B2F
DFF1FE45-62D1-4D08-BC82-1B0B3E7E7A1B,AFD321B1-F630-44C6-9238-CDC6C092E61B,0982E740-8C1E-4F0E-9FC7-E9A41FA93655
3654E27F-34C7-4367-B084-0F8139A1F7DF,F1819D1D-04A0-4677-B1E9-0A8D3061A6F0,20D8C575-0CDE-4667-A05E-73B281B442D2
D2C47212-4804-41AD-9F0F-CAB324FB0D3E,7783778A-0F5F-4AB7-B087-80F340E715C0,ED3747BF-65DC-4501-B789-6FC8A2C0ADDA
9AD55066-4159-4242-8647-502A7D0ACFB1,EC7D9078-A14F-482F-ACD2-F4B0B3FDDF09,DC101218-7A6A-416E-A880-4837DE382B2F
C1AF8FCF-5504-477C-9E00-0500DB93359F,644D09A4-90E7-4667-8B33-CDDFC95DE12F,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
A6911AD7-3D8E-4F5D-B926-7BDD002C5010,2613140A-39C3-4A4C-B12B-43F5BA0DA0CC,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
EB24FE04-36DF-4768-A95E-DF0B4FDC343F,C00C066C-13FC-430B-BAC6-53AE2966D701,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
4E0883C3-40DF-428B-AC78-4DE70DF17E17,A4E4836E-1F64-48C3-BB61-A4DFABF45B7C,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
B67BC409-95C1-43C7-86EE-FE9300285406,CB0CDA67-594A-4DA5-A72C-D5B2E9A6E6C4,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
625B7C53-877D-475E-827E-539C8B7485BA,3A800691-9FF4-429D-823A-9FE96B19E476,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
C5F3041B-2BB5-427E-9FC6-86B65356ACE7,0B567444-01C2-4E84-8D67-0AA9E004EB2C,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
840807B1-5D22-4C80-9EF3-39229FE10F7C,09254F55-DFF1-411E-BD1B-98196119A5D5,7CC8C608-716C-4B5C-9F13-263A888DAC0F
AFC8A491-517A-494C-8185-4D653A033F32,21C03482-ECB6-4E0A-BE31-A064CAC1FDEC,284A83E6-568C-4859-9E55-526ABE9D5979
22916556-EC0F-4834-8560-2A7A90E3592D,AFD321B1-F630-44C6-9238-CDC6C092E61B,24486431-253D-4BD1-9401-A4A535E1319D
4486051D-8546-4AAC-B532-B57BD7A6C41C,7A6C3B07-8447-4CC4-B396-DED50C8F7852,DC101218-7A6A-416E-A880-4837DE382B2F
50A05E16-9481-4386-9AC3-E4E741094CF9,C275EC00-AAFB-42F7-8104-769AFF39F873,20D8C575-0CDE-4667-A05E-73B281B442D2
733E91FD-6837-4D67-A1DB-552B3AA7C2A2,D30B4903-1566-4584-BF63-8900BDFE0C77,1BB0DB33-5335-4095-927A-EB72209C0DFB
376AA8F9-8CDE-40C1-8AD5-FB8F6F8BEB9A,F09FB9E7-3DC5-443B-80EE-DD77680CB706,C3931881-9887-4A77-81D4-16C30571BE18
CF4D613B-7275-489B-A043-6C8B20594196,84FF5E3F-AC54-43A1-BEBD-1C336A9AA3B6,ED3747BF-65DC-4501-B789-6FC8A2C0ADDA
BF29C182-154F-4445-A28D-BFA1C8A48CBC,3DCA70CC-C15A-4B8D-8F9F-F7F8C17E1252,316A6EFD-F938-46A5-80FE-2B99066C1062
B64B2C51-D213-40A9-A662-0A26E48A2B07,B50EDB37-0353-45F3-9586-864C55D4B98E,DC101218-7A6A-416E-A880-4837DE382B2F
FABFCC2E-8757-425B-A6E4-CE7E19097E27,C0FB39ED-FCFF-426F-8F7B-819A6F311323,284A83E6-568C-4859-9E55-526ABE9D5979
25347A78-DF6E-4E9F-B7D8-F482146D9144,66A5CA8E-F369-4A9A-9564-3B9CF2197D0D,F844BDFA-67C5-4F3C-9AC6-91D0521E87E0
28C20B45-7E50-43EF-B52C-F19F6BF0A981,1C56ACBA-AAD5-41C3-8C2A-1CA9A094EA43,00C6123F-413E-4BDB-9E83-8DE289DD0F8E
1EB1D532-E880-403F-A1EF-B97D8BE6BA72,C275EC00-AAFB-42F7-8104-769AFF39F873,389FF257-5923-4C11-9BFE-8BB015AD414F
78D2FB6B-63A2-4716-AFD1-8DFB28D968B7,C0FB39ED-FCFF-426F-8F7B-819A6F311323,7AB433AC-A76D-4162-BCE7-AD20723AE24C
E10FAC65-8D96-4E09-ABB3-36269260D6F6,AFD321B1-F630-44C6-9238-CDC6C092E61B,CBB70A16-C82B-42B2-8620-216E3158C9E8
2CCA22DC-B0B6-4685-908A-01CC21F8DB56,83F4E751-94DB-4F46-AA80-6790EE6F7FE8,00C6123F-413E-4BDB-9E83-8DE289DD0F8E
33F69A98-5C11-4F6D-9F67-AD98EA81C2E2,03347935-8F03-4E01-9006-3111CB1D9676,807908F5-67A2-4F59-8D47-ECF512294BAB
1688D93D-CF46-48BA-9012-BC9A97D8BB25,8EE7593E-8F1D-4FC7-A9DF-46243730985A,84B13C76-F342-4DD8-BE47-EC46BCA59099
9D4394ED-6955-40A5-9FF3-B4523D29BC10,A65C3221-D0AA-4301-8AF4-4C691A3C6AAB,BA6CAD63-86E8-4215-B513-F4FB23FC4D76
873CFF68-BF06-480E-BEC5-EDA9C394CF34,F1F7032E-132A-4E6F-BB8A-9B70B10E352D,BA6CAD63-86E8-4215-B513-F4FB23FC4D76
6AD63AC2-D8B6-4699-8612-6A22C8449A1D,255B5465-1DD4-4713-A3F8-D5324FFFD19D,EE9CC013-E44C-4309-BC72-258A43D0949F
1DC379E7-0495-4DB8-9053-4566FFB3D245,84FF5E3F-AC54-43A1-BEBD-1C336A9AA3B6,914C5A44-46DF-4065-A6BB-1758238E9949
FD5F4BBD-9450-43CD-A4B9-54BADA30806E,ACB7560C-2838-4C1D-9569-23198E621EC8,B44FF70D-5A3A-4685-BE96-FBEC6BC72174
FE068FCB-4E00-4DF8-ADA1-101CEFC07B71,55A4AC1F-AFED-4DED-B286-73F92A423BFA,53107F3E-4308-489A-B298-80D55583C4CB
D4C2B64B-054D-4340-BAF4-23C5F690BAAE,8606572A-931E-43AA-94A8-59F97C4F0579,EE9CC013-E44C-4309-BC72-258A43D0949F
D52F6064-B48B-4085-BBCE-FF892566B74A,ACB7560C-2838-4C1D-9569-23198E621EC8,1BB0DB33-5335-4095-927A-EB72209C0DFB
E8255B82-2152-4091-A3A4-C811F1E454C0,9A7A9EDA-4F41-433A-8BB5-9A172DAF6524,53107F3E-4308-489A-B298-80D55583C4CB
F95CA4FA-D9C1-498F-A9AF-7AA556CA14F3,21E34FE7-E81D-47C1-9D61-E1E03D59C6EE,4F6D3B4F-75A1-4BA3-A2D7-258260531F5D
E671A0F1-50D0-410F-ADA4-14FD5014B1B5,3A83973D-E88B-422A-8320-1669838EDC85,B44FF70D-5A3A-4685-BE96-FBEC6BC72174
457FBF1B-3F2D-46E2-A1F9-A6F2990422BB,AE617946-91B7-415F-9682-659229E1ACF5,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
52C0FC2E-FF46-4C65-A900-B0DB79FAA557,83934075-0037-400C-864A-F519D6120CB2,821B160A-DEDB-4819-ABDD-75A0F16BB803
8D2FE009-3594-4B59-9E5F-178232166463,638C53FF-03C4-4BA7-BBD2-F215ACBC866F,463E3EBD-9B59-40F1-BC1E-FFF19C54937A
BE6872A5-18D7-40A4-9947-B761F2DD039B,20FAB825-CD7A-48FE-A042-087270DB20E8,5661FD49-F7BE-4041-B3AD-0C621B503E7E
8894DE43-49E6-4273-87AE-87A4E6A745A6,61CDC4C0-1986-4870-95CD-36B879D07211,84B13C76-F342-4DD8-BE47-EC46BCA59099
44543578-ED31-4C05-9298-2CC28934FF3E,996E3936-5C81-48D5-9E2D-72B395F0BF1A,316A6EFD-F938-46A5-80FE-2B99066C1062
48E47A80-42A1-42BC-A5C2-73F33CDD978E,255B5465-1DD4-4713-A3F8-D5324FFFD19D,807908F5-67A2-4F59-8D47-ECF512294BAB
6A28CA78-73DE-4467-9B37-4E791302AF4D,E2D1E14A-2E5D-4FED-8F3E-BD3F32FAABB4,ED3747BF-65DC-4501-B789-6FC8A2C0ADDA
749C904D-4E61-4335-A0F6-121EBC4A78A0,86119D36-9A61-433E-9FF6-F118DF185E09,389FF257-5923-4C11-9BFE-8BB015AD414F
FFA5B55B-D605-492E-930E-0C869E3A7265,CDF84C91-1548-41B7-A327-8C43B5599EAC,4AA523AA-163E-460A-BA6B-20C2D25E057D
F7B996DB-F2E2-4481-A57F-ADF39948E4E0,863ECF98-348C-4E04-B0AF-5666DC5E311E,53107F3E-4308-489A-B298-80D55583C4CB
92E85E16-4AA6-43A0-84CA-B820D06EACCA,F969E212-9FE0-4103-90A6-8527F3E3D9AC,7AA7F9FC-A0F1-4E0E-ABEB-79F33EFB7FDC
72737645-C200-412B-B5B7-BE6F71DBA1ED,7C400544-9B08-482F-B261-C91C4D39A059,E086BB5B-1608-46B2-86A1-8A7ADA1AD99D
93A0C3C1-0295-45D2-B3B3-584859E51493,449298FC-8DA4-4A12-8BD2-840F115AD2EA,5DC5AB71-1D4D-48A8-A932-26D126E8EE3F
106F4E9D-34BE-4632-A5B1-A99F7705552C,92BAC917-9EFA-4980-B379-E5731F1C6C21,53107F3E-4308-489A-B298-80D55583C4CB
BAD481FC-4AF5-4B93-9B85-04671E1F0B08,67FB7E81-366C-4488-8D52-685E36A54B98,5871AE3A-7328-498D-A030-67338F511117
F32366BA-9C93-464A-BBC5-6B855970F612,F969E212-9FE0-4103-90A6-8527F3E3D9AC,5DC5AB71-1D4D-48A8-A932-26D126E8EE3F
43E75E72-3FFD-4FFF-88FF-BF967DF1FADC,8606572A-931E-43AA-94A8-59F97C4F0579,833F6456-5B2C-4BA3-8DAB-2BEA1EB57579
8D700D6B-13E0-47DA-BA18-72458F478205,7C400544-9B08-482F-B261-C91C4D39A059,5661FD49-F7BE-4041-B3AD-0C621B503E7E
10758EDE-B93B-48E3-A5AA-132357C84BD0,449298FC-8DA4-4A12-8BD2-840F115AD2EA,7AA7F9FC-A0F1-4E0E-ABEB-79F33EFB7FDC
8EAD53B4-EE47-417E-AFFD-DD1DC7C2E5A5,B140650A-72CA-4635-AA3E-38068341331D,7EE955B1-E87B-41A2-8653-4AEBF683AA85
BD8A7F46-CEB9-4520-B534-1D9F1A2D4D1A,7C982FCC-CAAE-425F-BB43-54E7D2D38910,914C5A44-46DF-4065-A6BB-1758238E9949
51CCE38B-95C9-49A7-BF82-2CC10BCB5257,0A619958-F028-4B35-9651-A953513CC343,84B13C76-F342-4DD8-BE47-EC46BCA59099
A6B153E1-E10C-4007-94D4-6BB905F5F56F,6F782411-285E-4AA5-A99C-4C206B7FF7DF,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
7522274F-D086-4857-8C73-2199BEA3E7EE,F1F7032E-132A-4E6F-BB8A-9B70B10E352D,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
FCB22C03-04A6-47B7-BFF9-488A45854E1B,996E3936-5C81-48D5-9E2D-72B395F0BF1A,1083FBED-936D-4509-9FA2-22CF8105F6C0
9A86470A-6F6A-4C30-813C-82C04CE536D3,7C982FCC-CAAE-425F-BB43-54E7D2D38910,2534CBD7-4F2B-4B48-BD85-D72F0931C79F
97B9964C-BBC1-41A8-B330-46311221F283,C98A1AB3-2BD0-41F7-9420-64361842F4A6,5871AE3A-7328-498D-A030-67338F511117
3FD82DE6-CF07-44AD-A484-7C6014CD4B07,517F85E1-947A-424E-884F-3E70912CE4F0,821B160A-DEDB-4819-ABDD-75A0F16BB803
DFB167CF-15C9-4633-AAE0-FE240A0A3793,0A619958-F028-4B35-9651-A953513CC343,7EE955B1-E87B-41A2-8653-4AEBF683AA85
9FA5A9EE-368D-4787-94D3-4714C05E9C03,996E3936-5C81-48D5-9E2D-72B395F0BF1A,D95E6239-0017-4D0D-A469-AB9850630FC7
009988F6-067B-4EF4-85F7-8B4C0E398113,C6C80BB5-4915-4140-995C-0AA62DD930C8,914C5A44-46DF-4065-A6BB-1758238E9949
268E0CA0-5E66-48B3-844E-D562EA998DF9,64ECA010-CD1A-43FB-A36B-788022CF60B6,4F6D3B4F-75A1-4BA3-A2D7-258260531F5D
C7F1E730-A8B7-406D-92C0-905267C35D2A,77BE98B3-58C3-4C40-AB36-B98A6A4B497D,4F6D3B4F-75A1-4BA3-A2D7-258260531F5D
8757C6D4-9B61-4633-BA92-52FF738FD37D,F60BF6EC-2B36-4CD3-9D84-3AB4670C7942,EE9CC013-E44C-4309-BC72-258A43D0949F
6DCCA90E-EF2D-47F7-B4C0-A6A42DDE84BF,CE0912CB-6174-48BC-B02C-1CFFFECF7D18,1BB0DB33-5335-4095-927A-EB72209C0DFB
02AB629A-F700-400D-922D-AD44A8426BC3,21E34FE7-E81D-47C1-9D61-E1E03D59C6EE,F06697E3-F6C1-41B9-BE11-F3ABF450DBF8
85E37069-FB64-4678-AF88-108888F15A93,548446ED-B43D-4200-8386-E6F4F2859DD6,7AB433AC-A76D-4162-BCE7-AD20723AE24C
9C795143-829C-4375-AB8B-7CB6EC30B4E7,3D0C94C3-8C9A-4D15-812F-F606E6EAA0D2,DC101218-7A6A-416E-A880-4837DE382B2F
F78D7F2E-441A-4E65-BD6B-F115497C8458,273D7593-5BB3-44BB-995A-A0341227170E,284A83E6-568C-4859-9E55-526ABE9D5979
EEAD22C9-8801-4A3F-AA13-0558A3BF13F2,47156A13-C311-4AB9-8A30-B86041BE354F,051997C9-EA95-417D-BABB-B1A5F6F687FA
81B409CD-E009-46C9-B21C-A2420114F450,107F7812-936F-41E7-BE5A-F5C6D7073EAA,F844BDFA-67C5-4F3C-9AC6-91D0521E87E0
D9435F94-18A8-4934-9699-8CD52FE4A6C0,D7954F7B-8A86-4653-9D04-A88B3CD31579,ED19D11D-62B6-48B4-9A0F-7C21A91B45D8
0B5253B7-18E0-4646-B76D-246908E05D62,3C9AD93B-E186-4AF7-927D-F9787E48F6F1,3C27C1E1-AF68-4DC7-87E1-06FCE480A4F1
70B1FC46-292F-4ABD-9524-9F35D88E47AD,7247310C-F7FA-4E2E-B868-6520C520CF11,807908F5-67A2-4F59-8D47-ECF512294BAB
EFA9DFCC-8854-4F7B-9798-51066DA83A50,6F782411-285E-4AA5-A99C-4C206B7FF7DF,F06697E3-F6C1-41B9-BE11-F3ABF450DBF8
DA952517-F67A-4DF3-9FDD-821DBA518F7B,6DAF0203-BF92-4C0D-8A99-07DA3111AC87,0982E740-8C1E-4F0E-9FC7-E9A41FA93655
E143478A-8B38-446A-9F0B-1D5B843C9C5D,86119D36-9A61-433E-9FF6-F118DF185E09,7F20DBB5-6DF0-43EF-A1EF-7F866C64E166
